block_id,month,initial_health,policy,health_weight,fleet_progress_budget,steps,demand_energy_kwh,delivered_energy_kwh,useful_delivered_energy_kwh,tracking_mae_kw,energy_tracking_error_pct,hydrogen_g,gross_electrical_efficiency_pct,useful_electrical_efficiency_pct,switch_count,start_count,health_weighted_loading,final_max_health_progress,final_min_health_progress,final_health_range,final_health_std,total_progress_increment,stack_1_initial_h,stack_1_final_h,stack_1_energy_kwh,stack_2_initial_h,stack_2_final_h,stack_2_energy_kwh,stack_3_initial_h,stack_3_final_h,stack_3_energy_kwh
external_2026-02_s2,2026-02,0.36|0.42|0.30,health_reserve_0.10,0.1,0.03,180,8.06493080074871,7.559907884881587,7.559907884881587,1.010045831734271,-6.261962171085706,376.4940929551951,60.24527948312174,60.24527948312174,1,1,0.31458390475409054,0.42,0.3300000000000028,0.0899999999999972,0.03741657386773841,0.0300000000000001,0.36,0.36,0.0,0.42,0.42,0.0,0.3,0.3300000000000028,7.559907884881587
external_2026-02_s2,2026-02,0.36|0.42|0.30,health_reserve_0.20,0.2,0.03,180,8.06493080074871,7.559907884881587,7.559907884881587,1.010045831734271,-6.261962171085706,376.4940929551951,60.24527948312174,60.24527948312174,1,1,0.31458390475409054,0.42,0.3300000000000028,0.0899999999999972,0.03741657386773841,0.0300000000000001,0.36,0.36,0.0,0.42,0.42,0.0,0.3,0.3300000000000028,7.559907884881587
external_2026-02_s2,2026-02,0.36|0.42|0.30,health_reserve_0.40,0.4,0.03,180,8.06493080074871,7.559907884881587,7.559907884881587,1.010045831734271,-6.261962171085706,376.4940929551951,60.24527948312174,60.24527948312174,1,1,0.31458390475409054,0.42,0.3300000000000028,0.0899999999999972,0.03741657386773841,0.0300000000000001,0.36,0.36,0.0,0.42,0.42,0.0,0.3,0.3300000000000028,7.559907884881587
external_2026-02_s2,2026-02,0.42|0.30|0.36,frozen_health,0.0,0.03,180,8.06493080074871,7.554162360767662,7.554162360767662,1.02153687996212,-6.333203006944974,376.4940929551951,60.1994931175613,60.1994931175613,1,1,0.37458457732550865,0.42,0.3,0.12,0.050990195135928215,0.030000000000000103,0.42,0.42,0.0,0.3,0.3,0.0,0.36,0.3900000000000028,7.554162360767662
external_2026-02_s2,2026-02,0.42|0.30|0.36,performance_adaptive,0.0,0.03,180,8.06493080074871,7.559907884881587,7.559907884881587,1.010045831734271,-6.261962171085706,376.4940929551951,60.24527948312174,60.24527948312174,1,1,0.31458390475409054,0.42,0.3300000000000028,0.0899999999999972,0.03741657386773842,0.0300000000000001,0.42,0.42,0.0,0.3,0.3300000000000028,7.559907884881587,0.36,0.36,0.0
external_2026-02_s2,2026-02,0.42|0.30|0.36,health_reserve_0.10,0.1,0.03,180,8.06493080074871,7.559907884881587,7.559907884881587,1.010045831734271,-6.261962171085706,376.4940929551951,60.24527948312174,60.24527948312174,1,1,0.31458390475409054,0.42,0.3300000000000028,0.0899999999999972,0.03741657386773842,0.0300000000000001,0.42,0.42,0.0,0.3,0.3300000000000028,7.559907884881587,0.36,0.36,0.0
external_2026-02_s2,2026-02,0.42|0.30|0.36,health_reserve_0.20,0.2,0.03,180,8.06493080074871,7.559907884881587,7.559907884881587,1.010045831734271,-6.261962171085706,376.4940929551951,60.24527948312174,60.24527948312174,1,1,0.31458390475409054,0.42,0.3300000000000028,0.0899999999999972,0.03741657386773842,0.0300000000000001,0.42,0.42,0.0,0.3,0.3300000000000028,7.559907884881587,0.36,0.36,0.0
external_2026-02_s2,2026-02,0.42|0.30|0.36,health_reserve_0.40,0.4,0.03,180,8.06493080074871,7.559907884881587,7.559907884881587,1.010045831734271,-6.261962171085706,376.4940929551951,60.24527948312174,60.24527948312174,1,1,0.31458390475409054,0.42,0.3300000000000028,0.0899999999999972,0.03741657386773842,0.0300000000000001,0.42,0.42,0.0,0.3,0.3300000000000028,7.559907884881587,0.36,0.36,0.0
external_2026-02_s2,2026-02,0.42|0.36|0.30,frozen_health,0.0,0.03,180,8.06493080074871,7.559907884881587,7.559907884881587,1.010045831734271,-6.261962171085706,376.4940929551951,60.24527948312174,60.24527948312174,1,1,0.31458390475409054,0.42,0.3300000000000028,0.0899999999999972,0.03741657386773841,0.0300000000000001,0.42,0.42,0.0,0.36,0.36,0.0,0.3,0.3300000000000028,7.559907884881587
external_2026-02_s2,2026-02,0.42|0.36|0.30,performance_adaptive,0.0,0.03,180,8.06493080074871,7.559907884881587,7.559907884881587,1.010045831734271,-6.261962171085706,376.4940929551951,60.24527948312174,60.24527948312174,1,1,0.31458390475409054,0.42,0.3300000000000028,0.0899999999999972,0.03741657386773841,0.0300000000000001,0.42,0.42,0.0,0.36,0.36,0.0,0.3,0.3300000000000028,7.559907884881587
external_2026-02_s2,2026-02,0.42|0.36|0.30,health_reserve_0.10,0.1,0.03,180,8.06493080074871,7.559907884881587,7.559907884881587,1.010045831734271,-6.261962171085706,376.4940929551951,60.24527948312174,60.24527948312174,1,1,0.31458390475409054,0.42,0.3300000000000028,0.0899999999999972,0.03741657386773841,0.0300000000000001,0.42,0.42,0.0,0.36,0.36,0.0,0.3,0.3300000000000028,7.559907884881587
